Publication Date;Update Date;Meta Location;Title;HTML Text;Raw Text
October 24, 2018, 09:24 AM;;;Two motorcyclists killed in Pabna road crash;"<p>The deceased were identified as Zeher Sardar, 50, son of Saju Sardar and Danej Sheikh, 60, son of Faju Sheikh of Sathia upazila.</p><p>Jahangir Hossain, officer-in-charge of Sathia upazila, said the accident took place around 8 pm when a Pabna-bound ‘Omar Paribahan’ bus from Kashinathpur hit the motorbike carrying three people, leaving two people killed on the spot and injuring one.</p><p>The injured motorcycle driver Nur Alam was taken to a local hospital.</p><p>On information, police recovered the bodies and sent those to a local hospital morgue.</p><p>Traffic movement on Pabna-Nagarbari Highway remained suspended for around one hour as local people put-up barricade on the road protesting the incident.<br>
 </br></p>";The deceased were identified as Zeher Sardar, 50, son of Saju Sardar and Danej Sheikh, 60, son of Faju Sheikh of Sathia upazila. Jahangir Hossain, officer-in-charge of Sathia upazila, said the accident took place around 8 pm when a Pabna-bound ‘Omar Paribahan’ bus from Kashinathpur hit the motorbike carrying three people, leaving two people killed on the spot and injuring one. The injured motorcycle driver Nur Alam was taken to a local hospital. On information, police recovered the bodies and sent those to a local hospital morgue. Traffic movement on Pabna-Nagarbari Highway remained suspended for around one hour as local people put-up barricade on the road protesting the incident.
October 23, 2018, 12:48 PM;;;Two killed in Chattogram truck accident;<p>The deceased were identified as truck driver Md Jahangir, 35, of Charlaxya area in Karnaphuli upazila and his helper Abdur Rashid, 35 of Mokimpur village in Naogaon district.</p><p>A Chattogram-bound truck rammed into another one from behind, leaving two of them dead on the spot, said Md Jashim Uddin, Deputy Assistant Director of Chattogram Fire Service and Civil Defence.</p><p>Later, a team of firefighters recovered the bodies and sent injured Bedarul, 40, to a local health complex, he added.</p>;The deceased were identified as truck driver Md Jahangir, 35, of Charlaxya area in Karnaphuli upazila and his helper Abdur Rashid, 35 of Mokimpur village in Naogaon district. A Chattogram-bound truck rammed into another one from behind, leaving two of them dead on the spot, said Md Jashim Uddin, Deputy Assistant Director of Chattogram Fire Service and Civil Defence. Later, a team of firefighters recovered the bodies and sent injured Bedarul, 40, to a local health complex, he added.
October 23, 2018, 09:56 AM;;;Motorcyclist killed in Hatirjheel road crash;"<p>The deceased was identified as Mohammad Redwanul Kabir, 30, son of Mannan Kabir of Mansurabad Housing in Adabar.</p><p>Inspector Golam Azam of Hatirjheel Police Station said the motorbike skidded off the road and overturned on the over bridge near Mahanagar Project area around 7 am, leaving Redwanul critically injured.</p><p>Later, he was taken to Dhaka Medical College Hospital where the duty doctors declared him dead.<br>
 </br></p>";The deceased was identified as Mohammad Redwanul Kabir, 30, son of Mannan Kabir of Mansurabad Housing in Adabar. Inspector Golam Azam of Hatirjheel Police Station said the motorbike skidded off the road and overturned on the over bridge near Mahanagar Project area around 7 am, leaving Redwanul critically injured. Later, he was taken to Dhaka Medical College Hospital where the duty doctors declared him dead.
October 22, 2018, 11:58 PM;October 23, 2018, 12:02 AM;;Qatar Airways: Gearbox failure forces emergency landing at Shahjalal;"<p>No one was hurt in the incident as all the passengers came out of it safely after it made an emergency landing around 9:40 pm, HSIA director Group Captain Adullah-al-Faruq told UNB.</p><p>The aircraft took off for Doha around 7:40 pm, said Fire Service and Civil Defence Director Major AKM Shakil Newaj.<br>
Just after the takeoff, the pilot of the aircraft informed the HSIA control tower that there was some malfunction with one of its landing gear as it was not closing, he said.</br></p><p>Forced to turn back, the aircraft roamed in the air for around two hours to burn fuel, in doing so making itself suitably light for the emergency landing.</p><p>Later, the pilot executed the emergency landing once clearance was received from airport authorities.<br>
 </br></p>";No one was hurt in the incident as all the passengers came out of it safely after it made an emergency landing around 9:40 pm, HSIA director Group Captain Adullah-al-Faruq told UNB. The aircraft took off for Doha around 7:40 pm, said Fire Service and Civil Defence Director Major AKM Shakil Newaj.Just after the takeoff, the pilot of the aircraft informed the HSIA control tower that there was some malfunction with one of its landing gear as it was not closing, he said. Forced to turn back, the aircraft roamed in the air for around two hours to burn fuel, in doing so making itself suitably light for the emergency landing. Later, the pilot executed the emergency landing once clearance was received from airport authorities.
October 22, 2018, 10:32 PM;October 22, 2018, 10:47 PM;;Five Bangladeshi killed in Malaysia landslide;<p>The deceased were identified as Mohammad Uzzal, Nur Alam, Mustak Hossain, Mithu Hossain and Attirul.</p><p>Further details of the victims could not be known immediately, according to the news agency.</p><p>Nine bodies were found, four injured and another still missing four days after a landslide took place at the Jalan Bukit Kukus paired road project site in Paya Terubong.</p><p>The landslide incident at the Bukit Kukus paired road project site occurred on Friday.</p><p>So far nine people, namely, three Indonesian men, five Bangladeshi men and a Burmese woman were killed.</p><p>Penang Fire and Rescue Department deputy director Mohamad Shoki Hamzah said the body of the ninth victim aged 33-year-old Bangladeshi man Mohamad Uzzal - was found buried on Monday under around five metres heap of the earth near a container.</p><p>“The last container found was badly crushed and we do not rule out the possibility of finding several more bodies in the area around the container,” he said.</p>;The deceased were identified as Mohammad Uzzal, Nur Alam, Mustak Hossain, Mithu Hossain and Attirul. Further details of the victims could not be known immediately, according to the news agency. Nine bodies were found, four injured and another still missing four days after a landslide took place at the Jalan Bukit Kukus paired road project site in Paya Terubong. The landslide incident at the Bukit Kukus paired road project site occurred on Friday. So far nine people, namely, three Indonesian men, five Bangladeshi men and a Burmese woman were killed. Penang Fire and Rescue Department deputy director Mohamad Shoki Hamzah said the body of the ninth victim aged 33-year-old Bangladeshi man Mohamad Uzzal - was found buried on Monday under around five metres heap of the earth near a container. “The last container found was badly crushed and we do not rule out the possibility of finding several more bodies in the area around the container,” he said.
October 22, 2018, 08:56 PM;October 22, 2018, 09:52 PM;;Two killed in Jatrabari road crash;"<p>The deceased were identified as Selim Mia, 22, son of Fazle Haque of Alepur village in Shibchar upazila of Madaripur district and Jewel, 30, son of Matlab Hawladar of Barishal.</p><p>Officer-in-charge of Jatrabari Police Station Kazi Wazed Ali said Selim and Jewel were standing in between two parked buses of Trans Silva Paribahan at Jatrabari intersection to hire an auto-rickshaw around 1 pm.</p><p>At one stage another bus of the same paribahan hit a standing bus from behind and the victims were sandwitched between those, the OC added.</p><p>Severely injured Selim and Juwel were rushed to Dhaka Medical College and Hospital (DMCH) where the duty doctors declared Selim dead and Juwel succumbed to his injuries later around 5 pm, he added.</p><p>Police seized the buses and one of its helper–Shahin Kadi who was driving the vehicle without a valid driving license, the OC said.<br>
 </br></p>";The deceased were identified as Selim Mia, 22, son of Fazle Haque of Alepur village in Shibchar upazila of Madaripur district and Jewel, 30, son of Matlab Hawladar of Barishal. Officer-in-charge of Jatrabari Police Station Kazi Wazed Ali said Selim and Jewel were standing in between two parked buses of Trans Silva Paribahan at Jatrabari intersection to hire an auto-rickshaw around 1 pm. At one stage another bus of the same paribahan hit a standing bus from behind and the victims were sandwitched between those, the OC added. Severely injured Selim and Juwel were rushed to Dhaka Medical College and Hospital (DMCH) where the duty doctors declared Selim dead and Juwel succumbed to his injuries later around 5 pm, he added. Police seized the buses and one of its helper–Shahin Kadi who was driving the vehicle without a valid driving license, the OC said.
October 22, 2018, 03:07 PM;;;2 kids drown in Meherpur;"<p>The deceased were identified as Nusrat, 4, daughter of Makbul Hossain and Triptey, 3, daughter of Ariful Islam of the village.</p><p>Harendra Nath Sarker, officer-in-charge of Gangni Police Station, said Nusrat and Triptey went to the river in the morning to take bath and drowned.</p><p>Later, their bodies were recovered from the river.<br>
 </br></p>";The deceased were identified as Nusrat, 4, daughter of Makbul Hossain and Triptey, 3, daughter of Ariful Islam of the village. Harendra Nath Sarker, officer-in-charge of Gangni Police Station, said Nusrat and Triptey went to the river in the morning to take bath and drowned. Later, their bodies were recovered from the river.
October 22, 2018, 10:02 AM;October 22, 2018, 11:03 AM;;Rescuers search site after train crash killed 18 in Taiwan;"<p>The Puyuma express ran off the tracks late Sunday afternoon as it went around a bend, throwing train cars into a zig-zag pattern with five left lying on their sides. There was no immediate word on the cause. Survivors interviewed by Taiwan's official Central News Agency said the driver had applied emergency brakes multiple times before the train derailed.</p><p>Most of the deaths were in the first car, and it was unclear whether other people were trapped in the train, according to a government spokesman, who spoke on the customary condition of anonymity.</p><p>Some passengers were crushed to death, Ministry of National Defense spokesman Chen Chung-chi said. ""Their train car turned over. They were crushed, so they died right away,"" Chen said.</p><p>Taiwanese President Tsai Ing-wen visited the crash site in Yilan County in the island's northeast early Monday morning and said her government had instructed the authorities to work quickly to investigate the cause of the derailment.</p><p>The train had been carrying more than 360 passengers from a suburb of Taipei in the north to Taitung, a city on Taiwan's southeast coast.</p><p>Earlier, the government put the death toll as high as 22, but the National Fire Agency, citing the Cabinet spokesman's office, later reduced that figure and blamed a miscalculation.</p><p>Local television reports said passengers tried to escape through windows and bystanders gathered to help before rescuers arrived.</p><p>One of the eight cars tipped at about a 75-degree angle, with its entire right side destroyed.</p><p>Fearing people may be trapped beneath the car, firefighters with lights on their hard hats peered underneath as a crane prepared to upend it. The firefighters were joined by soldiers and Buddhist charity workers who gathered on both sides of the tracks.</p><p>Soldiers removed bodies to identify them, but nightfall complicated the rescue work.</p><p>On a live feed provided by Taiwan's United Daily News, rescuers could be seen carrying what appeared to be a body wrapped in white plastic away from the site.</p><p>Searchers walked through an upright car with flashlights. The search-and-rescue work was to continue until early Monday to make sure everyone aboard was accounted for, Premier William Lai told reporters shortly after midnight.</p><p>""The underlying cause should be investigated to the maximum extent to avoid anything like this happening in the future,"" Lai said. ""We will make the whole thing transparent.""</p><p>Ensuring that rail traffic goes back to normal is also a priority, he said.</p><p>Most people who were seriously hurt suffered head injuries and one was bleeding internally, said Lin Chih-min, deputy director of Luodong Boai Hospital, where four people were in intensive care. The hospital had treated 65 people total.</p><p>The Puyuma was launched in 2013 to handle the rugged topography of Taiwan's east coast. It is distinct from the high-speed rail that runs on the west coast. The Puyuma trains travel up to 150 kilometers (93 miles) per hour, faster than any other in Taiwan except for the high-speed rail.</p><p>The train that derailed had its most recent inspection and major maintenance work in 2017, Taiwan Railways Administration Director Lu Chie-shen said at a televised news conference.</p><p>Sunday's derailment was at least the third deadly rail accident in Taiwan since 2003.</p><p>A tourist train overturned in the southern mountains in 2011 after a large tree fell onto the rails. Five Chinese visitors were killed.</p><p>A train on a test run ignored a stop sign and crashed into another train in northeastern Taiwan in 2007. Five people were killed.</p><p>And in 2003, a train derailed near a mountain resort, killing 17 people. Investigators blamed brake failure.</p><p>The Taiwan Railways Administration bought the Puyama from Japan's Nippon Sharyo in 2011 in a 30 billion yen ($260 million) deal. The eight-car trains are designed to tilt when going around curves and have a maximum speed of 150 kph. The company's announcement at the time said the trains were part of a 1.45 trillion Taiwan dollar ($46 billion) upgrade of the line along Taiwan's east coast.</p><p>Japan has been competing assiduously with China, South Korea and European railway providers to win overseas contracts as its already saturated home market shrinks.</p>";"The Puyuma express ran off the tracks late Sunday afternoon as it went around a bend, throwing train cars into a zig-zag pattern with five left lying on their sides. There was no immediate word on the cause. Survivors interviewed by Taiwan's official Central News Agency said the driver had applied emergency brakes multiple times before the train derailed. Most of the deaths were in the first car, and it was unclear whether other people were trapped in the train, according to a government spokesman, who spoke on the customary condition of anonymity. Some passengers were crushed to death, Ministry of National Defense spokesman Chen Chung-chi said. ""Their train car turned over. They were crushed, so they died right away,"" Chen said. Taiwanese President Tsai Ing-wen visited the crash site in Yilan County in the island's northeast early Monday morning and said her government had instructed the authorities to work quickly to investigate the cause of the derailment. The train had been carrying more than 360 passengers from a suburb of Taipei in the north to Taitung, a city on Taiwan's southeast coast. Earlier, the government put the death toll as high as 22, but the National Fire Agency, citing the Cabinet spokesman's office, later reduced that figure and blamed a miscalculation. Local television reports said passengers tried to escape through windows and bystanders gathered to help before rescuers arrived. One of the eight cars tipped at about a 75-degree angle, with its entire right side destroyed. Fearing people may be trapped beneath the car, firefighters with lights on their hard hats peered underneath as a crane prepared to upend it. The firefighters were joined by soldiers and Buddhist charity workers who gathered on both sides of the tracks. Soldiers removed bodies to identify them, but nightfall complicated the rescue work. On a live feed provided by Taiwan's United Daily News, rescuers could be seen carrying what appeared to be a body wrapped in white plastic away from the site. Searchers walked through an upright car with flashlights. The search-and-rescue work was to continue until early Monday to make sure everyone aboard was accounted for, Premier William Lai told reporters shortly after midnight. ""The underlying cause should be investigated to the maximum extent to avoid anything like this happening in the future,"" Lai said. ""We will make the whole thing transparent."" Ensuring that rail traffic goes back to normal is also a priority, he said. Most people who were seriously hurt suffered head injuries and one was bleeding internally, said Lin Chih-min, deputy director of Luodong Boai Hospital, where four people were in intensive care. The hospital had treated 65 people total. The Puyuma was launched in 2013 to handle the rugged topography of Taiwan's east coast. It is distinct from the high-speed rail that runs on the west coast. The Puyuma trains travel up to 150 kilometers (93 miles) per hour, faster than any other in Taiwan except for the high-speed rail. The train that derailed had its most recent inspection and major maintenance work in 2017, Taiwan Railways Administration Director Lu Chie-shen said at a televised news conference. Sunday's derailment was at least the third deadly rail accident in Taiwan since 2003. A tourist train overturned in the southern mountains in 2011 after a large tree fell onto the rails. Five Chinese visitors were killed. A train on a test run ignored a stop sign and crashed into another train in northeastern Taiwan in 2007. Five people were killed. And in 2003, a train derailed near a mountain resort, killing 17 people. Investigators blamed brake failure. The Taiwan Railways Administration bought the Puyama from Japan's Nippon Sharyo in 2011 in a 30 billion yen ($260 million) deal. The eight-car trains are designed to tilt when going around curves and have a maximum speed of 150 kph. The company's announcement at the time said the trains were part of a 1.45 trillion Taiwan dollar ($46 billion) upgrade of the line along Taiwan's east coast. Japan has been competing assiduously with China, South Korea and European railway providers to win overseas contracts as its already saturated home market shrinks."
October 22, 2018, 08:20 AM;;;Father, son among 3 killed in Chandpur road crash;"<p>Chandpur, Oct 22 (UNB) – At least three people, including a man and his son, were killed as a covered van hit an auto-rickshaw on Chandpur-Cumilla road near Bakila Bazar in Hajiganj upazila early Monday.<br>
 <br>
The deceased were identified as LM Hossain, 45, his son Akram Hossain, 22, and Abu Sufian, residents of Kamta in Shahrasti upazila.<br>
 <br>
Joynal Abedin, sub-inspector of Hajiganj upazila, said the accident took place around 3:30am when the covered van hit the auto-rickshaw carrying them, leaving the three people dead on the spot and two others, including the auto-driver, critically injured.<br>
 <br>
The injured were admitted to General Hospital.<br>
 <br/>
 </br></br></br></br></br></br></br></p>";Chandpur, Oct 22 (UNB) – At least three people, including a man and his son, were killed as a covered van hit an auto-rickshaw on Chandpur-Cumilla road near Bakila Bazar in Hajiganj upazila early Monday.The deceased were identified as LM Hossain, 45, his son Akram Hossain, 22, and Abu Sufian, residents of Kamta in Shahrasti upazila.Joynal Abedin, sub-inspector of Hajiganj upazila, said the accident took place around 3:30am when the covered van hit the auto-rickshaw carrying them, leaving the three people dead on the spot and two others, including the auto-driver, critically injured.The injured were admitted to General Hospital.
October 21, 2018, 12:40 PM;October 21, 2018, 12:49 PM;;Four Bangladeshis killed in South Africa fire;"<p>Other Bangladeshi residences who witnessed the incident said the fire broke out at the shop owned by Nurul Alam of Rajshahi around 2 am (South African time) while the victims were sleeping inside the shop.<br>
 <br>
They tried to come out from the shop, but failed and burned to death, said the witnesses.<br>
 <br>
Later, members of local fire service station doused the flame and recovered the charred bodies.<br>
 <br>
The family members, however, alleged that terrorists locked the shop from outside and set fire to it.</br></br></br></br></br></br></p><p>Meanwhile, Daganbhuiyan Upazila Nirbahi Officer Md Saiful Islam Bhuiya said that Feni district administration will take necessary steps to bring the bodies back home as soon as possible.<br>
 <br/>
 </br></p>";Other Bangladeshi residences who witnessed the incident said the fire broke out at the shop owned by Nurul Alam of Rajshahi around 2 am (South African time) while the victims were sleeping inside the shop.They tried to come out from the shop, but failed and burned to death, said the witnesses.Later, members of local fire service station doused the flame and recovered the charred bodies.The family members, however, alleged that terrorists locked the shop from outside and set fire to it. Meanwhile, Daganbhuiyan Upazila Nirbahi Officer Md Saiful Islam Bhuiya said that Feni district administration will take necessary steps to bring the bodies back home as soon as possible.
October 21, 2018, 11:44 AM;October 21, 2018, 11:46 AM;;Minor girl drowns falling off bamboo bridge in Chandpur;<p>The deceased was identified as Aklima Akter, 6, daughter of Ziauddin Miji and a class one student of Mirzapur Government Primary School.</p><p>Locals say Aklima slipped and fell into the canal unnoticed while crossing the bridge to go to a shop to buy biscuits.</p><p>Later, they spotted the floating body and took her to Chandpur General Hospital where duty doctor Dr Asibul Hasan declared her dead.</p>;The deceased was identified as Aklima Akter, 6, daughter of Ziauddin Miji and a class one student of Mirzapur Government Primary School. Locals say Aklima slipped and fell into the canal unnoticed while crossing the bridge to go to a shop to buy biscuits. Later, they spotted the floating body and took her to Chandpur General Hospital where duty doctor Dr Asibul Hasan declared her dead.
October 21, 2018, 11:41 AM;;;Cop killed in Gazipur road crash;"<p>The deceased was identified as Assistant Sub-inspector Anwar Hossain.</p><p>GMP Senior Assistant Commissioner Ruhul Amin said the accident took place when a bus hit Anwar while he was going to Tongi Station on Saturday, leaving him critically injured.</p><p>Later, he was rushed to Dhaka Medical College Hospital.</p><p>As his condition deteriorated, he was taken to Pangu Hospital where he died around 6 am, said the official.<br>
 </br></p>";The deceased was identified as Assistant Sub-inspector Anwar Hossain. GMP Senior Assistant Commissioner Ruhul Amin said the accident took place when a bus hit Anwar while he was going to Tongi Station on Saturday, leaving him critically injured. Later, he was rushed to Dhaka Medical College Hospital. As his condition deteriorated, he was taken to Pangu Hospital where he died around 6 am, said the official.
October 21, 2018, 09:51 AM;October 21, 2018, 09:53 AM;;Uttarkhan fire death toll rises to six;<p>The deceased was identified as Sagor, 12.</p><p>Sub-inspector Bacchu Mia, in-charge of DMCH police camp, said Sagor died at the burn unit of the hospital at night.</p><p>The fire broke out at their ground-floor flat in a two-storey building around 4 am on October 13 following a leakage in the gas pipeline, leaving eight inmates injured.</p><p>Most of the victims were garment workers and one of them was a rickshaw puller.</p><p>The injured were taken to the DMCH where Azizul and his wife Muslima alias Urmi, Purnima, Sufia, Dablu Mollah died earlier.</p>;The deceased was identified as Sagor, 12. Sub-inspector Bacchu Mia, in-charge of DMCH police camp, said Sagor died at the burn unit of the hospital at night. The fire broke out at their ground-floor flat in a two-storey building around 4 am on October 13 following a leakage in the gas pipeline, leaving eight inmates injured. Most of the victims were garment workers and one of them was a rickshaw puller. The injured were taken to the DMCH where Azizul and his wife Muslima alias Urmi, Purnima, Sufia, Dablu Mollah died earlier.
October 20, 2018, 06:58 PM;October 20, 2018, 07:23 PM;;NGO official, van driver killed in Gopalganj road crash;"<p>The deceased were identified as Nurul Islam, 40, manager of Kathi Bazar branch of Jagorani Chakra Foundation in Sadar upazila and son of M Abdul Morol of Rupdia in Jashore Sadar upazila, and van driver Rakib Sheikh, 45, son of Noor Mohammad Sheikh of Dhankora village in Kashiani.</p><p>Officer-in-charge of Kashiani Police Station M Azizur Rahman said the microbus first smashed into the motorcycle of Nurul and then the van around 2:30pm before plunging into a roadside ditch after its driver lost control over the steering.</p><p>The accident left the NGO official dead on the spot and Rakib and five passengers of the microbus injured.</p><p>Doctors at Kashiani Upazila Health Complex declared the van driver dead on arrival after the injured were taken there.<br>
 <br>
The rest of the injured were later sent to Faridpur Medical College Hospital, the OC said.<br>
 </br></br></br></p>";The deceased were identified as Nurul Islam, 40, manager of Kathi Bazar branch of Jagorani Chakra Foundation in Sadar upazila and son of M Abdul Morol of Rupdia in Jashore Sadar upazila, and van driver Rakib Sheikh, 45, son of Noor Mohammad Sheikh of Dhankora village in Kashiani. Officer-in-charge of Kashiani Police Station M Azizur Rahman said the microbus first smashed into the motorcycle of Nurul and then the van around 2:30pm before plunging into a roadside ditch after its driver lost control over the steering. The accident left the NGO official dead on the spot and Rakib and five passengers of the microbus injured. Doctors at Kashiani Upazila Health Complex declared the van driver dead on arrival after the injured were taken there.The rest of the injured were later sent to Faridpur Medical College Hospital, the OC said.
October 20, 2018, 10:16 AM;;;Plane makes emergency landing on Southern California freeway;<p>The California Highway Patrol says the plane landed safely in the westbound lanes of Interstate 8 in El Cajon on Friday morning after reporting engine trouble.</p><p>Authorities say the single-engine Piper was carrying a 25-year-old pilot and a 36-year-old student.</p><p>The CHP says the instructor landed the plane. Video taken by a motorist on the freeway shows the plane gliding down between cars and rolling along two lanes.</p><p>The pilot and student pushed the plane to the freeway shoulder to avoid blocking traffic.</p>;The California Highway Patrol says the plane landed safely in the westbound lanes of Interstate 8 in El Cajon on Friday morning after reporting engine trouble. Authorities say the single-engine Piper was carrying a 25-year-old pilot and a 36-year-old student. The CHP says the instructor landed the plane. Video taken by a motorist on the freeway shows the plane gliding down between cars and rolling along two lanes. The pilot and student pushed the plane to the freeway shoulder to avoid blocking traffic.
October 20, 2018, 10:06 AM;;;Train mows down crowd at India festival, at least 60 dead;"<p>The train failed to stop after the accident on the outskirts of Amritsar, a city in Punjab state, said the state governing Congress party politician, Pratap Singh Bajwa.</p><p>Railway police officer Sukhwinder Singh said Saturday morning that the death toll had risen to 60. Another 50 people have been injured and hospitalized.</p><p>The Press Trust of India news agency said two trains arrived from the opposite direction on separate tracks at the same time, giving little opportunity for people to escape. The casualties were caused by one of the trains, it quoted officials as saying.</p><p>Prime Minister Narendra Modi said he was extremely saddened by the accident. ""Have asked officials to provide immediate assistance that is required,"" Modi said on Twitter.</p><p>A witness said the train didn't even sound its whistle as it sped past the site, where hundreds were watching the burning of an effigy of demon Ravana during the Hindu festival of Dussehra. As the effigy was lit and the fireworks started, a section of the crowd started retreating toward railroad tracks while observing the event.</p><p>""Why did authorities allow the fireworks display so close to the railroad track?'"" he asked. He told the Republic television channel that he lost two brothers.</p><p>Another witness said the victims didn't realize that a train was coming because the fireworks were too loud.</p><p>Navjot Kaur Siddhu, a local Congress party politician who was the chief guest at the religious function, said the celebrations take place in the area every year and railroad authorities are alerted to run the trains at slow speeds.</p><p>A large number of people live in the area with homes on both sides of the railroad track, she said.</p><p>However, Junior Railways Minisfter Manoj Sinha said after visiting the accident site that organizers did not alert railroad authorities about their plan to hold the event there.</p><p>Shatrughan Das, an injured 35-year-old factory worker, said he was sitting close to the tracks watching the fireworks. ""I didn't see the train coming. I fell unconscious. I saw the police taking me to a hospital as I regained consciousness.""</p><p>""I am feeling a strong headache and pain in my back and legs,"" Das said from his hospital bed, adding his injuries were not serious.</p><p>Following the accident, people rushed to the site, nearly 465 kilometers (290 miles) north of New Delhi, and shouted at railway officials for not taking precautions.</p><p>At least 50 injured were admitted to a government-run hospital, PTI quoted Rajesh Sharma, a magistrate, as saying.</p><p>While accidents are relatively common on India's sprawling rail network, Friday's was among the deadliest in recent years. In 2016, 146 people were killed when a train slid off railroad tracks in eastern India.</p>";"The train failed to stop after the accident on the outskirts of Amritsar, a city in Punjab state, said the state governing Congress party politician, Pratap Singh Bajwa. Railway police officer Sukhwinder Singh said Saturday morning that the death toll had risen to 60. Another 50 people have been injured and hospitalized. The Press Trust of India news agency said two trains arrived from the opposite direction on separate tracks at the same time, giving little opportunity for people to escape. The casualties were caused by one of the trains, it quoted officials as saying. Prime Minister Narendra Modi said he was extremely saddened by the accident. ""Have asked officials to provide immediate assistance that is required,"" Modi said on Twitter. A witness said the train didn't even sound its whistle as it sped past the site, where hundreds were watching the burning of an effigy of demon Ravana during the Hindu festival of Dussehra. As the effigy was lit and the fireworks started, a section of the crowd started retreating toward railroad tracks while observing the event. ""Why did authorities allow the fireworks display so close to the railroad track?'"" he asked. He told the Republic television channel that he lost two brothers. Another witness said the victims didn't realize that a train was coming because the fireworks were too loud. Navjot Kaur Siddhu, a local Congress party politician who was the chief guest at the religious function, said the celebrations take place in the area every year and railroad authorities are alerted to run the trains at slow speeds. A large number of people live in the area with homes on both sides of the railroad track, she said. However, Junior Railways Minisfter Manoj Sinha said after visiting the accident site that organizers did not alert railroad authorities about their plan to hold the event there. Shatrughan Das, an injured 35-year-old factory worker, said he was sitting close to the tracks watching the fireworks. ""I didn't see the train coming. I fell unconscious. I saw the police taking me to a hospital as I regained consciousness."" ""I am feeling a strong headache and pain in my back and legs,"" Das said from his hospital bed, adding his injuries were not serious. Following the accident, people rushed to the site, nearly 465 kilometers (290 miles) north of New Delhi, and shouted at railway officials for not taking precautions. At least 50 injured were admitted to a government-run hospital, PTI quoted Rajesh Sharma, a magistrate, as saying. While accidents are relatively common on India's sprawling rail network, Friday's was among the deadliest in recent years. In 2016, 146 people were killed when a train slid off railroad tracks in eastern India."
October 19, 2018, 05:07 PM;;;"Train smashes into human-hauler in Rajbari; 3 dead";<p>The deceased were identified as Imran Sardar, 22, the human-hauler driver, and Sarwar Sheikh, 20, son of Elem Sardar, and Shakib Sheikh, 22, son of Shahid Sheikh of Baghutia village in the upazila.</p><p>All the deceased and injured except Imran were workers of Razzaque Jute Industries Ltd in Madhukhali upazila of Faridpur.</p><p>Officer-in-charge of Baliakandi Police Station AKM Azmal Huda said the Bhatiapara-bound shuttle train from Rajbari hit the three-wheeler at Sonapur level crossing around 12:10pm while it was crossing the rail tracks.</p><p>The accident left three human-hauler inmates dead on the spot and 11 others injured, he said, adding that the injured were sent to Faridpur General Hospital.</p><p>The tragedy struck the jute mill workers while they were returning to Baghutia village from their workplace.</p>;The deceased were identified as Imran Sardar, 22, the human-hauler driver, and Sarwar Sheikh, 20, son of Elem Sardar, and Shakib Sheikh, 22, son of Shahid Sheikh of Baghutia village in the upazila. All the deceased and injured except Imran were workers of Razzaque Jute Industries Ltd in Madhukhali upazila of Faridpur. Officer-in-charge of Baliakandi Police Station AKM Azmal Huda said the Bhatiapara-bound shuttle train from Rajbari hit the three-wheeler at Sonapur level crossing around 12:10pm while it was crossing the rail tracks. The accident left three human-hauler inmates dead on the spot and 11 others injured, he said, adding that the injured were sent to Faridpur General Hospital. The tragedy struck the jute mill workers while they were returning to Baghutia village from their workplace.
October 17, 2018, 07:03 PM;;;Bank official killed in Chattogram road crash;<p>The deceased was identified as Anwarul Azim, 56, assistant vice-president of Islami Bank Khatunganj branch  and a resident of Haitkandi area in Mirsharai upazila.</p><p>The accident took place when Anwarul along with one of his colleague was going to his office around 10 am, said Sub-inspector Alauddin Talukdar of Chittagong Medical College Hospital (CMCH) police outpost quoting family members.  </p><p>The bus hit the autorickshaw while crossing the Dewanhat flyover, leaving them critically injured.</p><p>Doctors declared Anwarul dead at noon when he was taken to CMCH while his colleague Shaidul Islam, 45, and CNG driver Jahir Uddin,40, are undergoing treatment at the hospital, the SI added.</p>;The deceased was identified as Anwarul Azim, 56, assistant vice-president of Islami Bank Khatunganj branch  and a resident of Haitkandi area in Mirsharai upazila. The accident took place when Anwarul along with one of his colleague was going to his office around 10 am, said Sub-inspector Alauddin Talukdar of Chittagong Medical College Hospital (CMCH) police outpost quoting family members. The bus hit the autorickshaw while crossing the Dewanhat flyover, leaving them critically injured. Doctors declared Anwarul dead at noon when he was taken to CMCH while his colleague Shaidul Islam, 45, and CNG driver Jahir Uddin,40, are undergoing treatment at the hospital, the SI added.
October 17, 2018, 01:25 PM;;;Crew dies in cargo vessel fire in Ctg;"<p>The deceased was identified as Saiful Islam, 34, son of Abul Khayer of Fatikchhari upazila.</p><p>Sub-inspector Alauddin of Chattogram Medical College Hospital police camp, said the vessel ‘MV APS-1’ caught fire around 11 pm, leaving three crewmembers of the ship injured.</p><p>Later, they were taken to Chittagong Medical College Hospital where Saiful succumbed to his injuries.</p><p>The two other injured Nahid, 18 and Mizan, 25 were admitted to the burn unit of the hospital.<br>
 </br></p>";The deceased was identified as Saiful Islam, 34, son of Abul Khayer of Fatikchhari upazila. Sub-inspector Alauddin of Chattogram Medical College Hospital police camp, said the vessel ‘MV APS-1’ caught fire around 11 pm, leaving three crewmembers of the ship injured. Later, they were taken to Chittagong Medical College Hospital where Saiful succumbed to his injuries. The two other injured Nahid, 18 and Mizan, 25 were admitted to the burn unit of the hospital.
